,Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
8438,PIB Total,2008-08-06,3/2008,4.49,4.5,0.53,3.4,5.5,,0
8439,PIB Total,2008-08-06,4/2008,3.95,4.0,0.65,2.39,5.1,,0
8440,PIB Total,2008-08-06,1/2009,3.99,4.0,0.82,2.1,5.55,,0
8441,PIB Total,2008-08-06,2/2009,3.69,3.6,0.8,1.66,5.16,,0
8442,PIB Total,2008-08-07,2/2008,5.28,5.33,0.45,4.5,6.2,,0
8443,PIB Total,2008-08-07,3/2008,4.51,4.5,0.53,3.4,5.5,,0
8444,PIB Total,2008-08-07,4/2008,3.97,4.05,0.65,2.39,5.1,,0
8445,PIB Total,2008-08-07,1/2009,4.01,4.0,0.81,2.1,5.55,,0
8446,PIB Total,2008-08-07,2/2009,3.71,3.63,0.79,1.66,5.16,,0
8447,PIB Total,2008-08-08,2/2008,5.29,5.33,0.44,4.5,6.2,,0
8448,PIB Total,2008-08-08,3/2008,4.51,4.54,0.53,3.4,5.5,,0
8449,PIB Total,2008-08-08,4/2008,3.99,4.05,0.64,2.39,5.1,,0
8450,PIB Total,2008-08-08,1/2009,4.05,4.0,0.78,2.1,5.55,,0
8451,PIB Total,2008-08-08,2/2009,3.73,3.65,0.81,1.66,5.16,,0
8452,PIB Total,2008-08-11,2/2008,5.29,5.31,0.45,4.5,6.2,,0
8453,PIB Total,2008-08-11,3/2008,4.5,4.5,0.5,3.4,5.5,,0
8454,PIB Total,2008-08-11,4/2008,4.01,4.0,0.58,2.9,5.1,,0
8455,PIB Total,2008-08-11,1/2009,4.09,4.0,0.71,2.1,5.55,,0
8456,PIB Total,2008-08-11,2/2009,3.76,3.65,0.66,2.2,4.99,,0
8457,PIB Total,2008-08-12,2/2008,5.29,5.31,0.45,4.5,6.2,,0
8458,PIB Total,2008-08-12,3/2008,4.5,4.5,0.5,3.4,5.5,,0
8459,PIB Total,2008-08-12,4/2008,4.01,4.0,0.58,2.9,5.1,,0
8460,PIB Total,2008-08-12,1/2009,4.09,4.0,0.71,2.1,5.55,,0
8461,PIB Total,2008-08-12,2/2009,3.76,3.65,0.66,2.2,4.99,,0
8462,PIB Total,2008-08-13,2/2008,5.3,5.3,0.44,4.5,6.2,,0
8463,PIB Total,2008-08-13,3/2008,4.5,4.5,0.49,3.4,5.5,,0
8464,PIB Total,2008-08-13,4/2008,4.01,4.0,0.57,2.9,5.1,,0
8465,PIB Total,2008-08-13,1/2009,4.08,4.0,0.69,2.1,5.55,,0
8466,PIB Total,2008-08-13,2/2009,3.75,3.65,0.65,2.2,4.99,,0
8467,PIB Total,2008-08-14,2/2008,5.31,5.31,0.47,4.2,6.2,,0
8468,PIB Total,2008-08-14,3/2008,4.47,4.5,0.48,3.4,5.5,,0
8469,PIB Total,2008-08-14,4/2008,3.96,4.0,0.53,2.9,5.1,,0
8470,PIB Total,2008-08-14,1/2009,4.05,4.0,0.68,2.1,5.55,,0
8471,PIB Total,2008-08-14,2/2009,3.69,3.6,0.64,2.2,4.99,,0
8472,PIB Total,2008-08-15,2/2008,5.31,5.31,0.46,4.2,6.2,,0
8473,PIB Total,2008-08-15,3/2008,4.47,4.5,0.48,3.4,5.5,,0
8474,PIB Total,2008-08-15,4/2008,3.96,4.0,0.53,2.9,5.1,,0
8475,PIB Total,2008-08-15,1/2009,4.05,4.0,0.68,2.1,5.55,,0
8476,PIB Total,2008-08-15,2/2009,3.69,3.6,0.64,2.2,4.99,,0
8477,PIB Total,2008-08-18,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8478,PIB Total,2008-08-18,3/2008,4.4,4.49,0.45,3.4,5.4,,0
8479,PIB Total,2008-08-18,4/2008,3.96,4.0,0.48,2.9,5.0,,0
8480,PIB Total,2008-08-18,1/2009,4.02,4.0,0.69,2.1,5.55,,0
8481,PIB Total,2008-08-18,2/2009,3.66,3.6,0.65,2.2,4.99,,0
8482,PIB Total,2008-08-19,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8483,PIB Total,2008-08-19,3/2008,4.4,4.49,0.45,3.4,5.4,,0
8484,PIB Total,2008-08-19,4/2008,3.96,4.0,0.48,2.9,5.0,,0
8485,PIB Total,2008-08-19,1/2009,4.01,4.0,0.67,2.1,5.3,,0
8486,PIB Total,2008-08-19,2/2009,3.66,3.6,0.65,2.2,4.99,,0
8487,PIB Total,2008-08-20,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8488,PIB Total,2008-08-20,3/2008,4.4,4.49,0.45,3.4,5.4,,0
8489,PIB Total,2008-08-20,4/2008,3.96,4.0,0.48,2.9,5.0,,0
8490,PIB Total,2008-08-20,1/2009,4.01,4.0,0.67,2.1,5.3,,0
8491,PIB Total,2008-08-20,2/2009,3.66,3.6,0.65,2.2,4.99,,0
8492,PIB Total,2008-08-21,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8493,PIB Total,2008-08-21,3/2008,4.4,4.49,0.45,3.4,5.4,,0
8494,PIB Total,2008-08-21,4/2008,3.96,4.0,0.48,2.9,5.0,,0
8495,PIB Total,2008-08-21,1/2009,4.01,4.0,0.67,2.1,5.3,,0
8496,PIB Total,2008-08-21,2/2009,3.66,3.6,0.65,2.2,4.99,,0
8497,PIB Total,2008-08-22,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8498,PIB Total,2008-08-22,3/2008,4.45,4.5,0.41,3.6,5.4,,0
8499,PIB Total,2008-08-22,4/2008,4.0,4.0,0.46,2.9,5.0,,0
8500,PIB Total,2008-08-22,1/2009,4.04,4.0,0.58,2.9,5.3,,0
8501,PIB Total,2008-08-22,2/2009,3.71,3.6,0.57,3.0,4.99,,0
8502,PIB Total,2008-08-25,2/2008,5.33,5.35,0.46,4.2,6.2,,0
8503,PIB Total,2008-08-25,3/2008,4.49,4.5,0.38,3.7,5.4,,0
8504,PIB Total,2008-08-25,4/2008,4.03,4.0,0.44,2.9,5.0,,0
8505,PIB Total,2008-08-25,1/2009,4.05,4.0,0.6,2.9,5.3,,0
8506,PIB Total,2008-08-25,2/2009,3.72,3.63,0.58,3.0,5.0,,0
8507,PIB Total,2008-08-26,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8508,PIB Total,2008-08-26,3/2008,4.48,4.5,0.37,3.7,5.4,,0
8509,PIB Total,2008-08-26,4/2008,4.02,4.0,0.44,2.9,5.0,,0
8510,PIB Total,2008-08-26,1/2009,4.0,4.0,0.62,2.9,5.3,,0
8511,PIB Total,2008-08-26,2/2009,3.7,3.6,0.58,3.0,5.0,,0
8512,PIB Total,2008-08-27,2/2008,5.31,5.33,0.47,4.2,6.2,,0
8513,PIB Total,2008-08-27,3/2008,4.48,4.5,0.37,3.7,5.4,,0
8514,PIB Total,2008-08-27,4/2008,4.02,4.0,0.44,2.9,5.0,,0
8515,PIB Total,2008-08-27,1/2009,4.02,4.0,0.63,2.9,5.3,,0
8516,PIB Total,2008-08-27,2/2009,3.68,3.6,0.57,3.0,5.0,,0
8517,PIB Total,2008-08-28,2/2008,5.31,5.31,0.46,4.2,6.2,,0
8518,PIB Total,2008-08-28,3/2008,4.49,4.5,0.37,3.7,5.4,,0
8519,PIB Total,2008-08-28,4/2008,4.01,4.0,0.43,2.9,5.0,,0
8520,PIB Total,2008-08-28,1/2009,4.01,4.0,0.62,2.9,5.3,,0
8521,PIB Total,2008-08-28,2/2009,3.68,3.6,0.56,3.0,5.0,,0
8522,PIB Total,2008-08-29,2/2008,5.27,5.31,0.51,4.0,6.2,,0
8523,PIB Total,2008-08-29,3/2008,4.51,4.5,0.37,3.7,5.4,,0
8524,PIB Total,2008-08-29,4/2008,4.03,4.0,0.43,2.9,5.0,,0
8525,PIB Total,2008-08-29,1/2009,4.01,4.0,0.62,2.9,5.3,,0
8526,PIB Total,2008-08-29,2/2009,3.68,3.6,0.56,3.0,5.0,,0
8527,PIB Total,2008-09-01,2/2008,5.24,5.31,0.51,4.0,6.2,,0
8528,PIB Total,2008-09-01,3/2008,4.52,4.5,0.38,3.7,5.4,,0
8529,PIB Total,2008-09-01,4/2008,4.03,4.0,0.45,2.9,5.0,,0
8530,PIB Total,2008-09-01,1/2009,4.01,4.0,0.64,2.9,5.3,,0
8531,PIB Total,2008-09-01,2/2009,3.72,3.6,0.56,3.0,4.98,,0
8532,PIB Total,2008-09-02,2/2008,5.28,5.33,0.49,4.0,6.2,,0
8533,PIB Total,2008-09-02,3/2008,4.53,4.5,0.38,3.7,5.4,,0
8534,PIB Total,2008-09-02,4/2008,4.04,4.0,0.45,2.9,5.0,,0
8535,PIB Total,2008-09-02,1/2009,4.01,4.0,0.67,2.62,5.3,,0
8536,PIB Total,2008-09-02,2/2009,3.74,3.65,0.55,3.0,4.98,,0
8537,PIB Total,2008-09-03,2/2008,5.28,5.33,0.49,4.0,6.2,,0
8538,PIB Total,2008-09-03,3/2008,4.53,4.5,0.38,3.7,5.4,,0
8539,PIB Total,2008-09-03,4/2008,4.04,4.0,0.45,2.9,5.0,,0
8540,PIB Total,2008-09-03,1/2009,4.01,4.0,0.67,2.62,5.3,,0
8541,PIB Total,2008-09-03,2/2009,3.74,3.65,0.55,3.0,4.98,,0
8542,PIB Total,2008-09-04,2/2008,5.3,5.35,0.48,4.0,6.2,,0
8543,PIB Total,2008-09-04,3/2008,4.53,4.5,0.38,3.7,5.4,,0
8544,PIB Total,2008-09-04,4/2008,4.02,4.0,0.45,2.9,5.0,,0
8545,PIB Total,2008-09-04,1/2009,4.01,4.0,0.67,2.62,5.3,,0
8546,PIB Total,2008-09-04,2/2009,3.74,3.65,0.55,3.0,4.98,,0
8547,PIB Total,2008-09-05,2/2008,5.29,5.33,0.47,4.0,6.2,,0
8548,PIB Total,2008-09-05,3/2008,4.48,4.5,0.42,3.5,5.4,,0
8549,PIB Total,2008-09-05,4/2008,3.99,4.0,0.47,2.9,5.0,,0
8550,PIB Total,2008-09-05,1/2009,3.99,4.0,0.73,2.1,5.3,,0
8551,PIB Total,2008-09-05,2/2009,3.69,3.63,0.61,2.2,4.98,,0
8552,PIB Total,2008-09-08,2/2008,5.31,5.38,0.48,4.0,6.2,,0
8553,PIB Total,2008-09-08,3/2008,4.5,4.5,0.43,3.5,5.4,,0
8554,PIB Total,2008-09-08,4/2008,4.02,4.0,0.46,2.9,5.0,,0
8555,PIB Total,2008-09-08,1/2009,3.99,4.0,0.74,2.1,5.3,,0
8556,PIB Total,2008-09-08,2/2009,3.69,3.63,0.61,2.2,4.98,,0
8557,PIB Total,2008-09-09,2/2008,5.32,5.38,0.47,4.0,6.2,,0
8558,PIB Total,2008-09-09,3/2008,4.48,4.5,0.42,3.5,5.4,,0
8559,PIB Total,2008-09-09,4/2008,3.98,4.0,0.47,2.9,5.0,,0
8560,PIB Total,2008-09-09,1/2009,3.93,3.98,0.78,2.1,5.3,,0
8561,PIB Total,2008-09-09,2/2009,3.69,3.65,0.6,2.2,4.98,,0
8562,PIB Total,2008-09-10,3/2008,4.48,4.5,0.42,3.5,5.4,,0
8563,PIB Total,2008-09-10,4/2008,3.98,4.0,0.47,2.9,5.0,,0
8564,PIB Total,2008-09-10,1/2009,3.93,3.98,0.78,2.1,5.3,,0
8565,PIB Total,2008-09-10,2/2009,3.69,3.65,0.6,2.2,4.98,,0
8566,PIB Total,2008-09-11,3/2008,4.49,4.5,0.44,3.5,5.4,,0
8567,PIB Total,2008-09-11,4/2008,4.0,4.0,0.48,2.9,5.0,,0
8568,PIB Total,2008-09-11,1/2009,3.93,4.0,0.8,2.1,5.3,,0
8569,PIB Total,2008-09-11,2/2009,3.72,3.63,0.69,2.2,5.6,,0
8570,PIB Total,2008-09-11,3/2009,4.55,4.55,0.0,4.55,4.55,,0
8571,PIB Total,2008-09-12,3/2008,4.49,4.5,0.44,3.5,5.4,,0
8572,PIB Total,2008-09-12,4/2008,4.0,4.0,0.48,2.9,5.0,,0
8573,PIB Total,2008-09-12,1/2009,3.93,4.0,0.8,2.1,5.3,,0
8574,PIB Total,2008-09-12,2/2009,3.72,3.63,0.69,2.2,5.6,,0
8575,PIB Total,2008-09-12,3/2009,4.55,4.55,0.0,4.55,4.55,,0
8576,PIB Total,2008-09-15,3/2008,4.59,4.56,0.5,3.5,5.6,,0
8577,PIB Total,2008-09-15,4/2008,4.06,4.06,0.49,2.9,5.0,,0
8578,PIB Total,2008-09-15,1/2009,4.0,4.0,0.85,2.1,5.3,,0
8579,PIB Total,2008-09-15,2/2009,3.74,3.65,0.69,2.2,5.6,,0
8580,PIB Total,2008-09-15,3/2009,4.02,4.0,0.52,3.51,4.55,,0
8581,PIB Total,2008-09-16,3/2008,4.63,4.6,0.52,3.5,5.6,,0
8582,PIB Total,2008-09-16,4/2008,4.09,4.1,0.5,2.9,5.0,,0
8583,PIB Total,2008-09-16,1/2009,4.0,4.0,0.85,2.1,5.3,,0
8584,PIB Total,2008-09-16,2/2009,3.74,3.65,0.69,2.2,5.6,,0
8585,PIB Total,2008-09-16,3/2009,4.02,4.0,0.52,3.51,4.55,,0
8586,PIB Total,2008-09-17,3/2008,4.63,4.6,0.52,3.5,5.6,,0
8587,PIB Total,2008-09-17,4/2008,4.09,4.1,0.5,2.9,5.0,,0
8588,PIB Total,2008-09-17,1/2009,4.0,4.0,0.85,2.1,5.3,,0
8589,PIB Total,2008-09-17,2/2009,3.74,3.65,0.69,2.2,5.6,,0
8590,PIB Total,2008-09-17,3/2009,4.02,4.0,0.52,3.51,4.55,,0
8591,PIB Total,2008-09-18,3/2008,4.63,4.6,0.52,3.5,5.6,,0
8592,PIB Total,2008-09-18,4/2008,4.09,4.1,0.5,2.9,5.0,,0
8593,PIB Total,2008-09-18,1/2009,4.0,4.0,0.85,2.1,5.3,,0
8594,PIB Total,2008-09-18,2/2009,3.74,3.65,0.69,2.2,5.6,,0
8595,PIB Total,2008-09-18,3/2009,3.77,3.76,0.66,3.0,4.55,,0
8596,PIB Total,2008-09-19,3/2008,4.61,4.56,0.5,3.5,5.5,,0
8597,PIB Total,2008-09-19,4/2008,4.08,4.06,0.48,2.9,5.0,,0
8598,PIB Total,2008-09-19,1/2009,4.0,4.0,0.83,2.1,5.3,,0
8599,PIB Total,2008-09-19,2/2009,3.74,3.65,0.69,2.2,5.6,,0
8600,PIB Total,2008-09-19,3/2009,3.77,3.76,0.66,3.0,4.55,,0
8601,PIB Total,2008-09-22,3/2008,4.64,4.58,0.52,3.5,5.5,,0
8602,PIB Total,2008-09-22,4/2008,4.09,4.12,0.48,2.9,5.0,,0
8603,PIB Total,2008-09-22,1/2009,4.01,4.0,0.83,2.1,5.3,,0
8604,PIB Total,2008-09-22,2/2009,3.72,3.65,0.71,2.2,5.6,,0
8605,PIB Total,2008-09-22,3/2009,3.57,3.58,0.72,2.6,4.63,,0
8606,PIB Total,2008-09-23,3/2008,4.68,4.75,0.52,3.5,5.5,,0
8607,PIB Total,2008-09-23,4/2008,4.05,4.06,0.53,2.5,5.0,,0
8608,PIB Total,2008-09-23,1/2009,3.97,4.0,0.81,2.1,5.3,,0
8609,PIB Total,2008-09-23,2/2009,3.69,3.64,0.68,2.2,5.6,,0
8610,PIB Total,2008-09-23,3/2009,3.61,3.58,0.62,2.6,4.63,,0
8611,PIB Total,2008-09-24,3/2008,4.68,4.75,0.52,3.5,5.5,,0
8612,PIB Total,2008-09-24,4/2008,4.05,4.06,0.53,2.5,5.0,,0
8613,PIB Total,2008-09-24,1/2009,3.97,4.0,0.81,2.1,5.3,,0
8614,PIB Total,2008-09-24,2/2009,3.69,3.64,0.68,2.2,5.6,,0
8615,PIB Total,2008-09-24,3/2009,3.61,3.58,0.62,2.6,4.63,,0
8616,PIB Total,2008-09-25,3/2008,4.7,4.8,0.51,3.5,5.5,,0
8617,PIB Total,2008-09-25,4/2008,4.03,4.01,0.52,2.5,5.0,,0
8618,PIB Total,2008-09-25,1/2009,3.94,4.0,0.8,2.1,5.3,,0
8619,PIB Total,2008-09-25,2/2009,3.62,3.6,0.71,2.2,5.6,,0
8620,PIB Total,2008-09-25,3/2009,3.46,3.44,0.66,2.6,4.63,,0
8621,PIB Total,2008-09-26,3/2008,4.7,4.8,0.51,3.5,5.5,,0
8622,PIB Total,2008-09-26,4/2008,4.03,4.01,0.52,2.5,5.0,,0
8623,PIB Total,2008-09-26,1/2009,3.94,4.0,0.8,2.1,5.3,,0
8624,PIB Total,2008-09-26,2/2009,3.62,3.6,0.71,2.2,5.6,,0
8625,PIB Total,2008-09-26,3/2009,3.46,3.44,0.66,2.6,4.63,,0
8626,PIB Total,2008-09-29,3/2008,4.76,4.8,0.51,3.5,5.7,,0
8627,PIB Total,2008-09-29,4/2008,4.03,4.01,0.52,2.5,5.0,,0
8628,PIB Total,2008-09-29,1/2009,3.92,4.0,0.77,2.1,5.3,,0
8629,PIB Total,2008-09-29,2/2009,3.6,3.6,0.66,2.2,5.1,,0
8630,PIB Total,2008-09-29,3/2009,3.42,3.44,0.6,2.6,4.22,,0
8631,PIB Total,2008-09-30,3/2008,4.79,4.8,0.49,3.5,5.7,,0
8632,PIB Total,2008-09-30,4/2008,4.07,4.01,0.48,2.5,5.0,,0
8633,PIB Total,2008-09-30,1/2009,3.94,4.0,0.75,2.1,5.3,,0
8634,PIB Total,2008-09-30,2/2009,3.58,3.6,0.69,2.2,5.1,,0
8635,PIB Total,2008-09-30,3/2009,3.36,3.36,0.62,2.6,4.22,,0
8636,PIB Total,2008-10-01,3/2008,4.83,4.81,0.49,3.5,5.7,,0
8637,PIB Total,2008-10-01,4/2008,4.07,4.01,0.48,2.5,5.0,,0
8638,PIB Total,2008-10-01,1/2009,3.97,4.0,0.7,2.1,5.3,,0
8639,PIB Total,2008-10-01,2/2009,3.54,3.55,0.69,2.2,5.1,,0
8640,PIB Total,2008-10-01,3/2009,3.4,3.5,0.59,2.6,4.22,,0
8641,PIB Total,2008-10-02,3/2008,4.83,4.81,0.49,3.5,5.7,,0
8642,PIB Total,2008-10-02,4/2008,4.07,4.01,0.48,2.5,5.0,,0
8643,PIB Total,2008-10-02,1/2009,3.97,4.0,0.7,2.1,5.3,,0
8644,PIB Total,2008-10-02,2/2009,3.54,3.55,0.69,2.2,5.1,,0
8645,PIB Total,2008-10-02,3/2009,3.4,3.5,0.59,2.6,4.22,,0
8646,PIB Total,2008-10-03,3/2008,4.87,5.0,0.5,3.5,5.7,,0
8647,PIB Total,2008-10-03,4/2008,4.08,4.06,0.49,2.5,5.0,,0
8648,PIB Total,2008-10-03,1/2009,3.95,4.0,0.71,2.1,5.3,,0
8649,PIB Total,2008-10-03,2/2009,3.52,3.6,0.67,2.2,5.1,,0
8650,PIB Total,2008-10-03,3/2009,3.42,3.5,0.6,2.6,4.22,,0
8651,PIB Total,2008-10-06,3/2008,4.89,5.0,0.5,3.5,5.7,,0
8652,PIB Total,2008-10-06,4/2008,4.07,4.06,0.5,2.5,5.0,,0
8653,PIB Total,2008-10-06,1/2009,3.94,4.0,0.74,2.1,5.3,,0
8654,PIB Total,2008-10-06,2/2009,3.5,3.6,0.68,2.2,5.1,,0
8655,PIB Total,2008-10-06,3/2009,3.42,3.5,0.61,2.6,4.31,,0
8656,PIB Total,2008-10-07,3/2008,4.89,5.0,0.5,3.5,5.7,,0
8657,PIB Total,2008-10-07,4/2008,4.07,4.06,0.5,2.5,5.0,,0
8658,PIB Total,2008-10-07,1/2009,3.9,4.0,0.71,2.1,5.3,,0
8659,PIB Total,2008-10-07,2/2009,3.45,3.6,0.6,2.2,4.5,,0
8660,PIB Total,2008-10-07,3/2009,3.37,3.36,0.56,2.6,4.2,,0
8661,PIB Total,2008-10-08,3/2008,4.87,5.0,0.49,3.5,5.7,,0
8662,PIB Total,2008-10-08,4/2008,4.06,4.01,0.47,2.5,5.0,,0
8663,PIB Total,2008-10-08,1/2009,3.85,3.9,0.67,2.1,5.3,,0
8664,PIB Total,2008-10-08,2/2009,3.4,3.3,0.57,2.2,4.5,,0
8665,PIB Total,2008-10-08,3/2009,3.33,3.34,0.54,2.6,4.2,,0
8666,PIB Total,2008-10-09,3/2008,4.88,5.0,0.49,3.5,5.7,,0
8667,PIB Total,2008-10-09,4/2008,4.05,4.0,0.49,2.5,5.0,,0
8668,PIB Total,2008-10-09,1/2009,3.82,3.9,0.69,2.1,5.3,,0
8669,PIB Total,2008-10-09,2/2009,3.4,3.3,0.61,2.2,4.5,,0
8670,PIB Total,2008-10-09,3/2009,3.31,3.31,0.55,2.6,4.2,,0
8671,PIB Total,2008-10-10,3/2008,4.95,5.0,0.47,3.5,5.7,,0
8672,PIB Total,2008-10-10,4/2008,4.04,4.0,0.52,2.5,5.0,,0
8673,PIB Total,2008-10-10,1/2009,3.74,3.8,0.78,2.0,5.3,,0
8674,PIB Total,2008-10-10,2/2009,3.26,3.3,0.75,1.5,4.5,,0
8675,PIB Total,2008-10-10,3/2009,3.25,3.0,0.56,2.6,4.2,,0
8676,PIB Total,2008-10-13,3/2008,4.95,5.0,0.47,3.5,5.7,,0
8677,PIB Total,2008-10-13,4/2008,4.04,4.0,0.52,2.5,5.0,,0
8678,PIB Total,2008-10-13,1/2009,3.74,3.8,0.78,2.0,5.3,,0
8679,PIB Total,2008-10-13,2/2009,3.26,3.3,0.75,1.5,4.5,,0
8680,PIB Total,2008-10-13,3/2009,3.25,3.0,0.56,2.6,4.2,,0
8681,PIB Total,2008-10-14,3/2008,4.95,5.0,0.46,3.5,5.7,,0
8682,PIB Total,2008-10-14,4/2008,4.02,4.0,0.5,2.5,5.0,,0
8683,PIB Total,2008-10-14,1/2009,3.64,3.8,0.8,2.0,5.3,,0
8684,PIB Total,2008-10-14,2/2009,3.16,3.3,0.73,1.5,4.4,,0
8685,PIB Total,2008-10-14,3/2009,3.11,3.0,0.7,1.0,4.2,,0
8686,PIB Total,2008-10-15,3/2008,4.95,5.0,0.46,3.5,5.7,,0
8687,PIB Total,2008-10-15,4/2008,4.02,4.0,0.5,2.5,5.0,,0
8688,PIB Total,2008-10-15,1/2009,3.64,3.8,0.8,2.0,5.3,,0
8689,PIB Total,2008-10-15,2/2009,3.16,3.3,0.73,1.5,4.4,,0
8690,PIB Total,2008-10-15,3/2009,3.11,3.0,0.7,1.0,4.2,,0
8691,PIB Total,2008-10-16,3/2008,4.95,5.0,0.46,3.5,5.7,,0
8692,PIB Total,2008-10-16,4/2008,3.98,4.0,0.52,2.5,5.0,,0
8693,PIB Total,2008-10-16,1/2009,3.56,3.7,0.76,2.0,5.3,,0
8694,PIB Total,2008-10-16,2/2009,3.14,3.25,0.74,1.5,4.4,,0
8695,PIB Total,2008-10-16,3/2009,3.09,3.0,0.71,1.0,4.2,,0
8696,PIB Total,2008-10-17,3/2008,4.92,5.0,0.45,3.5,5.7,,0
8697,PIB Total,2008-10-17,4/2008,3.96,4.0,0.49,2.5,5.0,,0
8698,PIB Total,2008-10-17,1/2009,3.49,3.7,0.8,2.0,5.3,,0
8699,PIB Total,2008-10-17,2/2009,3.1,3.2,0.77,1.5,4.4,,0
8700,PIB Total,2008-10-17,3/2009,2.95,2.95,0.8,1.0,4.2,,0
8701,PIB Total,2008-10-20,3/2008,4.94,5.0,0.44,3.5,5.7,,0
8702,PIB Total,2008-10-20,4/2008,3.96,4.0,0.5,2.5,5.0,,0
8703,PIB Total,2008-10-20,1/2009,3.47,3.7,0.81,2.0,5.3,,0
8704,PIB Total,2008-10-20,2/2009,3.1,3.2,0.77,1.5,4.4,,0
8705,PIB Total,2008-10-20,3/2009,2.95,2.95,0.8,1.0,4.2,,0
8706,PIB Total,2008-10-21,3/2008,4.9,5.0,0.45,3.5,5.7,,0
8707,PIB Total,2008-10-21,4/2008,3.96,4.0,0.48,2.5,5.0,,0
8708,PIB Total,2008-10-21,1/2009,3.48,3.7,0.79,2.0,5.3,,0
8709,PIB Total,2008-10-21,2/2009,3.05,3.2,0.77,1.5,4.4,,0
8710,PIB Total,2008-10-21,3/2009,2.9,2.9,0.83,1.0,4.2,,0
8711,PIB Total,2008-10-22,3/2008,4.98,5.0,0.38,4.1,5.7,,0
8712,PIB Total,2008-10-22,4/2008,3.97,4.0,0.46,2.7,5.0,,0
8713,PIB Total,2008-10-22,1/2009,3.39,3.5,0.93,0.6,5.3,,0
8714,PIB Total,2008-10-22,2/2009,2.96,3.2,0.84,1.1,4.4,,0
8715,PIB Total,2008-10-22,3/2009,2.81,2.89,0.86,1.0,4.2,,0
8716,PIB Total,2008-10-23,3/2008,4.96,5.0,0.37,4.1,5.7,,0
8717,PIB Total,2008-10-23,4/2008,3.97,4.0,0.47,2.7,5.0,,0
8718,PIB Total,2008-10-23,1/2009,3.37,3.5,0.94,0.6,5.3,,0
8719,PIB Total,2008-10-23,2/2009,2.96,3.2,0.86,1.1,4.4,,0
8720,PIB Total,2008-10-23,3/2009,2.8,2.9,0.86,1.0,4.2,,0
8721,PIB Total,2008-10-24,3/2008,4.95,5.0,0.38,4.1,5.7,,0
8722,PIB Total,2008-10-24,4/2008,3.99,4.0,0.47,2.7,5.0,,0
8723,PIB Total,2008-10-24,1/2009,3.36,3.5,0.98,0.6,5.3,,0
8724,PIB Total,2008-10-24,2/2009,2.91,3.1,0.88,1.1,4.4,,0
8725,PIB Total,2008-10-24,3/2009,2.7,2.85,0.83,1.0,4.2,,0
8726,PIB Total,2008-10-27,3/2008,4.96,5.0,0.38,4.1,5.7,,0
8727,PIB Total,2008-10-27,4/2008,4.01,4.0,0.47,2.7,5.0,,0
8728,PIB Total,2008-10-27,1/2009,3.38,3.6,0.98,0.6,5.3,,0
8729,PIB Total,2008-10-27,2/2009,2.91,3.0,0.87,1.1,4.4,,0
8730,PIB Total,2008-10-27,3/2009,2.75,2.85,0.9,1.0,4.2,,0
8731,PIB Total,2008-10-28,3/2008,4.97,5.0,0.38,4.1,5.7,,0
8732,PIB Total,2008-10-28,4/2008,3.96,4.0,0.5,2.7,5.0,,0
8733,PIB Total,2008-10-28,1/2009,3.35,3.5,0.96,0.6,5.3,,0
8734,PIB Total,2008-10-28,2/2009,2.88,3.0,0.88,1.1,4.4,,0
8735,PIB Total,2008-10-28,3/2009,2.72,2.85,0.88,1.0,4.2,,0
8736,PIB Total,2008-10-29,3/2008,4.97,5.0,0.38,4.1,5.7,,0
8737,PIB Total,2008-10-29,4/2008,3.96,4.0,0.5,2.7,5.0,,0
8738,PIB Total,2008-10-29,1/2009,3.35,3.5,0.96,0.6,5.3,,0
8739,PIB Total,2008-10-29,2/2009,2.88,3.0,0.88,1.1,4.4,,0
8740,PIB Total,2008-10-29,3/2009,2.72,2.85,0.88,1.0,4.2,,0
8741,PIB Total,2008-10-30,3/2008,4.97,5.0,0.38,4.1,5.7,,0
8742,PIB Total,2008-10-30,4/2008,3.96,4.0,0.5,2.7,5.0,,0
8743,PIB Total,2008-10-30,1/2009,3.35,3.5,0.96,0.6,5.3,,0
8744,PIB Total,2008-10-30,2/2009,2.88,3.0,0.88,1.1,4.4,,0
8745,PIB Total,2008-10-30,3/2009,2.72,2.85,0.88,1.0,4.2,,0
8746,PIB Total,2008-10-31,3/2008,4.98,5.0,0.38,4.1,5.7,,0
8747,PIB Total,2008-10-31,4/2008,3.97,4.0,0.54,2.4,5.0,,0
8748,PIB Total,2008-10-31,1/2009,3.36,3.5,0.92,0.9,5.3,,0
8749,PIB Total,2008-10-31,2/2009,2.89,3.0,0.86,1.4,4.4,,0
8750,PIB Total,2008-10-31,3/2009,2.71,2.85,0.86,1.0,4.2,,0
8751,PIB Total,2008-11-03,3/2008,5.0,5.0,0.41,4.1,5.9,,0
8752,PIB Total,2008-11-03,4/2008,4.01,4.0,0.6,2.4,5.5,,0
8753,PIB Total,2008-11-03,1/2009,3.42,3.5,1.0,0.9,5.4,,0
